A: 00 F: 00 B: 00 C: 00 D: 00 E: 00 H: 00 L: 00 SP: 0000 PC: 0000 | 31
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 84 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 83 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 83 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 83 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 82 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 82 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 82 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 81 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 81 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 81 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 80 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 80 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 80 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 7a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 79 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 79 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 79 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 78 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 78 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 78 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 77 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 77 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 77 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 76 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 76 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 76 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 75 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 75 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 75 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 74 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 74 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 74 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 73 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 73 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 73 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 72 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 72 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 72 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 71 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 71 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 71 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 70 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 70 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 70 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 6a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 69 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 69 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 69 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 68 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 68 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 68 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 67 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 67 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 67 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 66 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 66 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 66 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 65 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 65 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 65 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 64 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 64 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 64 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 63 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 63 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 63 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 62 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 62 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 62 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 61 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 61 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 61 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 60 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 60 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 60 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 5a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 59 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 59 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 59 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 58 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 58 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 58 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 57 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 57 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 57 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 56 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 56 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 56 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 55 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 55 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 55 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 54 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 54 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 54 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 53 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 53 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 53 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 52 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 52 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 52 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 51 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 51 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 51 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 50 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 50 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 50 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 4a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 49 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 49 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 49 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 48 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 48 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 48 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 47 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 47 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 47 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 46 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 46 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 46 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 45 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 45 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 45 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 44 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 44 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 44 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 43 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 43 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 43 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 42 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 42 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 42 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 41 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 41 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 41 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 40 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 40 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 40 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 3a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 39 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 39 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 39 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 38 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 38 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 38 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 37 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 37 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 37 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 36 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 36 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 36 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 35 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 35 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 35 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 34 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 34 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 34 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 33 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 33 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 33 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 32 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 97 L: 32 SP: fffe PC: 000a | 20
